Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_TIP,Index_MCP,Index_PIP,Index_DIP,Index_TIP,Middle_MCP,Middle_PIP,Middle_DIP,Middle_TIP,Ring_MCP,Ring_PIP,Ring_DIP,Ring_TIP,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_TIP,Letter,Class_Index,ImagePath
"[0.2882658839225769, 0.818661093711853, -0.004112635273486376]","[0.33005422353744507, 0.7811715006828308, -0.01977579854428768]","[0.3683352768421173, 0.7640243768692017, -0.0424104742705822]","[0.40495768189430237, 0.7476531267166138, -0.06741628050804138]","[0.2946945130825043, 0.6576971411705017, 0.0004102816164959222]","[0.307117760181427, 0.5954355001449585, -0.01966819167137146]","[0.327903151512146, 0.5768420696258545, -0.03749736398458481]","[0.3509328067302704, 0.5795114040374756, -0.051811497658491135]","[0.2685270607471466, 0.6554944515228271, -0.023503901436924934]","[0.27960529923439026, 0.5818572044372559, -0.049086734652519226]","[0.30276697874069214, 0.5664870142936707, -0.07497061043977737]","[0.3283061385154724, 0.5741209387779236, -0.09350219368934631]","[0.24115219712257385, 0.670172929763794, -0.05102459713816643]","[0.24979189038276672, 0.600803017616272, -0.076766237616539]","[0.2746413052082062, 0.5769546031951904, -0.10366260260343552]","[0.302747517824173, 0.5703449845314026, -0.12249814718961716]","[0.21543624997138977, 0.6998805999755859, -0.07975956052541733]","[0.22137591242790222, 0.6457934379577637, -0.10528700053691864]","[0.2412479966878891, 0.6141544580459595, -0.1258198618888855]","[0.26523247361183167, 0.5940012335777283, -0.14196094870567322]",C,2.0,.\ASL_Data\ASL_Validate\C\C569.jpg
"[0.21140283346176147, 0.8211791515350342, 0.0011453868355602026]","[0.247785747051239, 0.7811936736106873, -0.013436256907880306]","[0.28165072202682495, 0.7623791098594666, -0.036180268973112106]","[0.30942726135253906, 0.7409773468971252, -0.06086244061589241]","[0.21032652258872986, 0.6663500666618347, 0.006846815347671509]","[0.21660780906677246, 0.6004823446273804, -0.011934440582990646]","[0.2387208789587021, 0.5797815322875977, -0.028483735397458076]","[0.26262491941452026, 0.5823339819908142, -0.04119203984737396]","[0.18669725954532623, 0.670294463634491, -0.018271245062351227]","[0.19092285633087158, 0.5931614637374878, -0.0413273349404335]","[0.214946910738945, 0.5766626596450806, -0.06505660712718964]","[0.23892107605934143, 0.5864686369895935, -0.08155663311481476]","[0.16331303119659424, 0.687510073184967, -0.046792514622211456]","[0.16776014864444733, 0.6159617900848389, -0.06897588074207306]","[0.1910465955734253, 0.5914106369018555, -0.09307863563299179]","[0.21421560645103455, 0.5871372818946838, -0.10993186384439468]","[0.1411958932876587, 0.7158169746398926, -0.07640164345502853]","[0.14595191180706024, 0.6613864302635193, -0.09809166193008423]","[0.16261014342308044, 0.6262747049331665, -0.116496741771698]","[0.1810593456029892, 0.6017400026321411, -0.13110767304897308]",C,2.0,.\ASL_Data\ASL_Validate\C\C579.jpg
"[0.21315373480319977, 0.7907226085662842, 0.004059738013893366]","[0.2538242042064667, 0.746820867061615, -0.007643883116543293]","[0.2906072735786438, 0.7249463796615601, -0.028778769075870514]","[0.3199780583381653, 0.702143669128418, -0.051854509860277176]","[0.21824274957180023, 0.6279825568199158, 0.018286582082509995]","[0.22963060438632965, 0.5581115484237671, 0.0017347624525427818]","[0.2522084414958954, 0.5371269583702087, -0.014239683747291565]","[0.27541840076446533, 0.5397732853889465, -0.026475273072719574]","[0.19369728863239288, 0.630049467086792, -0.008079330436885357]","[0.2035936564207077, 0.5466585755348206, -0.029505781829357147]","[0.22807368636131287, 0.5288294553756714, -0.054019391536712646]","[0.2525599002838135, 0.5416019558906555, -0.07058949768543243]","[0.1690865308046341, 0.6454212069511414, -0.0382479764521122]","[0.177969828248024, 0.5684537291526794, -0.059089191257953644]","[0.2021261602640152, 0.5421456694602966, -0.0841292217373848]","[0.2266414314508438, 0.5371869206428528, -0.10122302919626236]","[0.14536908268928528, 0.6726303696632385, -0.0696374773979187]","[0.15192390978336334, 0.614902675151825, -0.08951393514871597]","[0.16874292492866516, 0.5777741074562073, -0.10779944807291031]","[0.18779562413692474, 0.5521379113197327, -0.12227324396371841]",C,2.0,.\ASL_Data\ASL_Validate\C\C589.jpg
"[0.2545869052410126, 0.747590184211731, 0.006586856674402952]","[0.298022985458374, 0.7060244679450989, -0.004051683936268091]","[0.33772894740104675, 0.6842411756515503, -0.02440788224339485]","[0.372514933347702, 0.6606905460357666, -0.04704761132597923]","[0.2594294846057892, 0.5788748264312744, 0.020403312519192696]","[0.27671265602111816, 0.5118824243545532, 0.0052934130653738976]","[0.30164843797683716, 0.4899691939353943, -0.00985684059560299]","[0.32655778527259827, 0.49208128452301025, -0.022038940340280533]","[0.23484791815280914, 0.5763551592826843, -0.007823941297829151]","[0.25509825348854065, 0.49435675144195557, -0.027926160022616386]","[0.2831830084323883, 0.47629696130752563, -0.05167122185230255]","[0.30832576751708984, 0.48909318447113037, -0.06810473650693893]","[0.21005403995513916, 0.5890675187110901, -0.03972110152244568]","[0.2286916822195053, 0.5116414427757263, -0.05981893092393875]","[0.2561245262622833, 0.4846656918525696, -0.08456066250801086]","[0.28148627281188965, 0.48046430945396423, -0.10193905234336853]","[0.18726076185703278, 0.6156167984008789, -0.07247275859117508]","[0.20142504572868347, 0.5550017952919006, -0.09359049797058105]","[0.22246897220611572, 0.5174111127853394, -0.11254827678203583]","[0.244243323802948, 0.4923912286758423, -0.12749941647052765]",C,2.0,.\ASL_Data\ASL_Validate\C\C599.jpg
"[0.26636695861816406, 0.7185596227645874, 0.009790286421775818]","[0.3117893636226654, 0.6788250803947449, 0.000563881010748446]","[0.3527342677116394, 0.6573935747146606, -0.01915554516017437]","[0.3887670636177063, 0.6327581405639648, -0.04110844060778618]","[0.2775154113769531, 0.5553147792816162, 0.02625921741127968]","[0.29863619804382324, 0.4904162585735321, 0.012779586017131805]","[0.32510149478912354, 0.4667423963546753, -0.0023164432495832443]","[0.3512671887874603, 0.46454405784606934, -0.014968913048505783]","[0.2542080581188202, 0.5505816340446472, -0.0031414891127496958]","[0.2793465852737427, 0.4729244112968445, -0.021666094660758972]","[0.30847638845443726, 0.45274946093559265, -0.04605439677834511]","[0.3355048596858978, 0.4589942693710327, -0.06343086063861847]","[0.22984184324741364, 0.5597960352897644, -0.03588360920548439]","[0.2522158920764923, 0.48616617918014526, -0.05479634925723076]","[0.28112173080444336, 0.4588361978530884, -0.07949397712945938]","[0.308472603559494, 0.45061734318733215, -0.09714120626449585]","[0.2061464488506317, 0.5816538333892822, -0.06923262774944305]","[0.2227475643157959, 0.5210793018341064, -0.08892661333084106]","[0.24545659124851227, 0.48632311820983887, -0.10710324347019196]","[0.26915568113327026, 0.46243253350257874, -0.12178274244070053]",C,2.0,.\ASL_Data\ASL_Validate\C\C609.jpg
"[0.2516331672668457, 0.6690260171890259, 0.008236379362642765]","[0.2987906336784363, 0.6270644068717957, 0.0004840673936996609]","[0.33967679738998413, 0.602878749370575, -0.017384445294737816]","[0.37739336490631104, 0.5810231566429138, -0.03772423416376114]","[0.26699531078338623, 0.5019763708114624, 0.027114374563097954]","[0.29020118713378906, 0.43901240825653076, 0.013447890989482403]","[0.316800594329834, 0.41595199704170227, -0.0019152617314830422]","[0.34235429763793945, 0.4141154885292053, -0.014425341039896011]","[0.24415552616119385, 0.49498429894447327, -0.0008129197522066534]","[0.2719760537147522, 0.41958001255989075, -0.019324490800499916]","[0.3011825978755951, 0.4007054567337036, -0.044374193996191025]","[0.327435702085495, 0.408528596162796, -0.06194514408707619]","[0.21967484056949615, 0.5021255612373352, -0.03244902566075325]","[0.24614347517490387, 0.42806780338287354, -0.05215075984597206]","[0.2754780054092407, 0.40179744362831116, -0.07817845791578293]","[0.30275505781173706, 0.3972513973712921, -0.09622634947299957]","[0.195231631398201, 0.5214722156524658, -0.06483018398284912]","[0.21373222768306732, 0.46038585901260376, -0.08564484864473343]","[0.23728732764720917, 0.42330867052078247, -0.10530693829059601]","[0.26230767369270325, 0.3990594744682312, -0.12073792517185211]",C,2.0,.\ASL_Data\ASL_Validate\C\C619.jpg
"[0.21854516863822937, 0.6435626149177551, 0.007925187237560749]","[0.26456496119499207, 0.5957024097442627, 0.004361601546406746]","[0.3020687997341156, 0.5649851560592651, -0.01006294135004282]","[0.3360743224620819, 0.5405763387680054, -0.02583387866616249]","[0.23554041981697083, 0.46921175718307495, 0.047595635056495667]","[0.2561938762664795, 0.4042184054851532, 0.04042902588844299]","[0.2805684208869934, 0.3806021809577942, 0.027761347591876984]","[0.303286075592041, 0.3759019076824188, 0.017446763813495636]","[0.2148696333169937, 0.4597925543785095, 0.022493410855531693]","[0.23897536098957062, 0.3811456561088562, 0.011614196933805943]","[0.2656223177909851, 0.3617315888404846, -0.012016898952424526]","[0.28985825181007385, 0.36656051874160767, -0.028055822476744652]","[0.19217465817928314, 0.46150508522987366, -0.007599991746246815]","[0.2160474956035614, 0.3866018056869507, -0.02019885927438736]","[0.24270276725292206, 0.36360111832618713, -0.04451317340135574]","[0.2679532766342163, 0.35724520683288574, -0.06109113618731499]","[0.16843004524707794, 0.4752578139305115, -0.03933417797088623]","[0.18677133321762085, 0.4123260974884033, -0.05214373767375946]","[0.20977485179901123, 0.37954390048980713, -0.06806129962205887]","[0.23403246700763702, 0.35816898941993713, -0.08085423707962036]",C,2.0,.\ASL_Data\ASL_Validate\C\C629.jpg
"[0.20674994587898254, 0.5889612436294556, 0.011578069999814034]","[0.2539501190185547, 0.5373393297195435, 0.011381614953279495]","[0.29147979617118835, 0.5030080080032349, 0.00014170030772220343]","[0.32545584440231323, 0.47789934277534485, -0.01296765636652708]","[0.22306862473487854, 0.4132278263568878, 0.05028181150555611]","[0.2437315434217453, 0.34546855092048645, 0.044901687651872635]","[0.2677818834781647, 0.3189290165901184, 0.03314323350787163]","[0.29141169786453247, 0.30997899174690247, 0.023135315626859665]","[0.20221200585365295, 0.40246185660362244, 0.024408547207713127]","[0.22687606513500214, 0.3223150968551636, 0.015610682778060436]","[0.2548598051071167, 0.2992956042289734, -0.007347525097429752]","[0.28150296211242676, 0.30177897214889526, -0.023581039160490036]","[0.17946061491966248, 0.40364354848861694, -0.005924747791141272]","[0.20487922430038452, 0.3264571726322174, -0.01771778054535389]","[0.23424753546714783, 0.29917365312576294, -0.04214322566986084]","[0.2621413767337799, 0.28998425602912903, -0.05909298360347748]","[0.1553376019001007, 0.4166344702243805, -0.03747838735580444]","[0.17295187711715698, 0.35229963064193726, -0.05042791739106178]","[0.1952970176935196, 0.31706178188323975, -0.0665598064661026]","[0.21918895840644836, 0.29388248920440674, -0.0796177089214325]",C,2.0,.\ASL_Data\ASL_Validate\C\C639.jpg
"[0.20420804619789124, 0.5591249465942383, 0.008921138010919094]","[0.2529247999191284, 0.5069985389709473, 0.006218829657882452]","[0.29140299558639526, 0.47225499153137207, -0.007333557587116957]","[0.3254494071006775, 0.4454304277896881, -0.022700758650898933]","[0.22210407257080078, 0.3796050250530243, 0.04625212773680687]","[0.24479490518569946, 0.3101348280906677, 0.038748081773519516]","[0.2699248194694519, 0.2849334180355072, 0.026141421869397163]","[0.29353034496307373, 0.2778877019882202, 0.01580778695642948]","[0.20036742091178894, 0.369200199842453, 0.020286347717046738]","[0.22840164601802826, 0.28612038493156433, 0.008933741599321365]","[0.2574300467967987, 0.26479318737983704, -0.01500245276838541]","[0.28370362520217896, 0.2696828842163086, -0.03149862587451935]","[0.17659446597099304, 0.371285080909729, -0.010401172563433647]","[0.20543628931045532, 0.2907150387763977, -0.024152446538209915]","[0.23563779890537262, 0.2632928490638733, -0.049682553857564926]","[0.263621985912323, 0.25485843420028687, -0.06716218590736389]","[0.15108507871627808, 0.38581523299217224, -0.042489487677812576]","[0.1711815744638443, 0.31991469860076904, -0.05678415298461914]","[0.19392825663089752, 0.2821851968765259, -0.0739264264702797]","[0.2179567962884903, 0.2565857172012329, -0.08766081929206848]",C,2.0,.\ASL_Data\ASL_Validate\C\C649.jpg
"[0.2300431728363037, 0.5109262466430664, 0.015394304879009724]","[0.2816954255104065, 0.45925647020339966, 0.017770729959011078]","[0.323005735874176, 0.4239843487739563, 0.0075059509836137295]","[0.3627972900867462, 0.39764901995658875, -0.004533933009952307]","[0.2512175738811493, 0.3292672336101532, 0.06456127762794495]","[0.278257817029953, 0.2639275789260864, 0.06199555844068527]","[0.3062303960323334, 0.23737816512584686, 0.05099019408226013]","[0.33218836784362793, 0.2275691032409668, 0.04124024882912636]","[0.22999754548072815, 0.3154565393924713, 0.036002300679683685]","[0.2635168135166168, 0.2351507544517517, 0.02969709411263466]","[0.2954765856266022, 0.21249312162399292, 0.006266527343541384]","[0.32405537366867065, 0.2137499451637268, -0.010208535008132458]","[0.20596705377101898, 0.3135775327682495, 0.002306668320670724]","[0.23927198350429535, 0.23666739463806152, -0.007906226441264153]","[0.2725234925746918, 0.20916303992271423, -0.033109791576862335]","[0.3027476966381073, 0.19817079603672028, -0.050586819648742676]","[0.18018516898155212, 0.32389774918556213, -0.03259038180112839]","[0.20431247353553772, 0.25781887769699097, -0.04451737180352211]","[0.23064325749874115, 0.223384290933609, -0.06063187122344971]","[0.2574377954006195, 0.20016801357269287, -0.07370095700025558]",C,2.0,.\ASL_Data\ASL_Validate\C\C659.jpg
"[0.23439116775989532, 0.4683697521686554, 0.022784074768424034]","[0.2851540744304657, 0.42024675011634827, 0.03158239275217056]","[0.3254867196083069, 0.38648292422294617, 0.025737546384334564]","[0.3670779764652252, 0.36120080947875977, 0.01821049116551876]","[0.2551715672016144, 0.2946951687335968, 0.08633293211460114]","[0.2820145785808563, 0.23346392810344696, 0.08994544297456741]","[0.30998626351356506, 0.20592328906059265, 0.08087987452745438]","[0.33623385429382324, 0.19227969646453857, 0.07178254425525665]","[0.2346951812505722, 0.2785452604293823, 0.05527729168534279]","[0.26892897486686707, 0.20267164707183838, 0.05598607286810875]","[0.30219268798828125, 0.17977872490882874, 0.03350470960140228]","[0.3322758376598358, 0.17670032382011414, 0.016781408339738846]","[0.21137398481369019, 0.2717839777469635, 0.018405571579933167]","[0.2460726946592331, 0.20025412738323212, 0.013067965395748615]","[0.2811991274356842, 0.17540395259857178, -0.011811371892690659]","[0.31285619735717773, 0.1653527170419693, -0.029744280502200127]","[0.1868722289800644, 0.2750302851200104, -0.019508827477693558]","[0.21412527561187744, 0.21126046776771545, -0.028614483773708344]","[0.24338217079639435, 0.17943081259727478, -0.04434411972761154]","[0.27264150977134705, 0.1580636203289032, -0.05752965435385704]",C,2.0,.\ASL_Data\ASL_Validate\C\C669.jpg
"[0.31883394718170166, 0.47541654109954834, 0.008425919339060783]","[0.3750579059123993, 0.42896178364753723, 0.006418242119252682]","[0.41950881481170654, 0.3994721472263336, -0.006880663800984621]","[0.463009238243103, 0.3761705160140991, -0.02170974761247635]","[0.34910598397254944, 0.2899720370769501, 0.05643141642212868]","[0.3791589140892029, 0.2293623387813568, 0.05231396108865738]","[0.40687212347984314, 0.2034820318222046, 0.04020298644900322]","[0.4339064359664917, 0.19202597439289093, 0.029296619817614555]","[0.3274528980255127, 0.2749045789241791, 0.03041079081594944]","[0.3632579743862152, 0.2043916881084442, 0.025007545948028564]","[0.39489397406578064, 0.18167001008987427, 0.002747925464063883]","[0.42489880323410034, 0.17753282189369202, -0.014106825925409794]","[0.3024018108844757, 0.27208298444747925, -0.0012854208471253514]","[0.3372024893760681, 0.1997797042131424, -0.010715538635849953]","[0.3707234561443329, 0.17203861474990845, -0.03430887311697006]","[0.40297946333885193, 0.15999212861061096, -0.05178035795688629]","[0.275292307138443, 0.2827187180519104, -0.03494451940059662]","[0.3033405542373657, 0.21941764652729034, -0.04691255837678909]","[0.3317883014678955, 0.18727503716945648, -0.062172532081604004]","[0.3615460693836212, 0.1666029393672943, -0.07504229247570038]",C,2.0,.\ASL_Data\ASL_Validate\C\C679.jpg
"[0.35383841395378113, 0.4891034960746765, 0.008203641511499882]","[0.41358405351638794, 0.44792306423187256, 0.010138007812201977]","[0.460521936416626, 0.41703230142593384, 0.0017957715317606926]","[0.5036584734916687, 0.3911067545413971, -0.007287522312253714]","[0.3915247321128845, 0.3090812861919403, 0.06378939002752304]","[0.4255244731903076, 0.2489570826292038, 0.0653710663318634]","[0.4559205174446106, 0.22606945037841797, 0.057276371866464615]","[0.48440930247306824, 0.22051236033439636, 0.0489814355969429]","[0.37179669737815857, 0.289111852645874, 0.04156745597720146]","[0.41246429085731506, 0.21988144516944885, 0.04165492206811905]","[0.44672155380249023, 0.19761762022972107, 0.021397685632109642]","[0.4780650734901428, 0.19492827355861664, 0.0057805427350103855]","[0.34801357984542847, 0.28012052178382874, 0.013700764626264572]","[0.38710442185401917, 0.21097183227539062, 0.008741897530853748]","[0.42438745498657227, 0.18600216507911682, -0.013729249127209187]","[0.45912614464759827, 0.17745377123355865, -0.030515078455209732]","[0.3211943805217743, 0.28330832719802856, -0.0161291416734457]","[0.35224753618240356, 0.22184202075004578, -0.024935437366366386]","[0.3823482394218445, 0.19098517298698425, -0.03948565945029259]","[0.4132132828235626, 0.1724945306777954, -0.051810190081596375]",C,2.0,.\ASL_Data\ASL_Validate\C\C689.jpg
